regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.032045240339302,0,-15,9,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Basilicata,12.178619756427604,0,-10,2,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Calabria,10.430342815463165,4,0,5,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Campania,9.425990675990676,-2,-40,41,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Emilia-Romagna,10.077828776691279,4,-69,70,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Friuli Venezia Giulia,10.101643869996236,-1,3,25,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Lazio,12.966797572295608,-18,-78,47,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Liguria,7.398873527905786,3,-11,10,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Lombardia,9.031244545295863,6,-37,72,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Marche,7.589620518974051,3,-11,18,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Molise,11.076604554865424,-1,2,3,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
P.A. Bolzano,7.952468007312614,0,0,8,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
P.A. Trento,10.972166196046793,-2,-4,4,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Piemonte,12.021321363445084,0,-30,21,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Puglia,16.58143836361658,-3,-19,24,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Sardegna,9.515570934256056,3,-5,10,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Sicilia,17.388469777405234,-3,26,36,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Toscana,4.5852708986698385,-8,-15,14,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Umbria,7.1114121232644765,1,2,2,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Valle d'Aosta,7.174887892376682,0,0,0,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
Veneto,13.92914653784219,-8,-104,101,10.739483762493384,-1.0476190476190477,-19.761904761904763,24.857142857142858
