regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,,0,0,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Basilicata,0.0,0,0,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Calabria,0.0,0,-2,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Campania,0.229147571035747,0,0,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Emilia-Romagna,0.44802867383512546,-11,-31,5,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Friuli Venezia Giulia,0.351493848857645,-1,0,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Lazio,0.1455957291919437,-1,-48,7,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Liguria,1.1769032732622287,-4,-6,7,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Lombardia,1.545346479267184,-1,-245,67,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Marche,0.365296803652968,0,-3,1,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Molise,0.0,0,0,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
P.A. Bolzano,0.07692307692307693,-1,-4,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
P.A. Trento,0.056818181818181816,0,-3,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Piemonte,1.2952140262201863,-1,-41,7,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Puglia,0.3674781809830041,0,-8,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Sardegna,0.0,0,-3,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Sicilia,0.06915629322268327,0,0,1,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Toscana,0.35408675125405725,-4,-5,6,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Umbria,0.0,-1,1,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Valle d'Aosta,0.4694835680751174,0,1,0,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
Veneto,0.07945967421533572,0,-17,10,0.5999250093738283,-1.1904761904761905,-19.714285714285715,5.285714285714286
