regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.9919137466307277,6.922357343311506,1,-1,5,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Basilicata,9.597924773022049,9.879839786381842,1,2,2,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Calabria,6.649053280493175,6.952117863720074,0,-11,5,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Campania,8.02021313854005,8.541283859877897,7,-34,7,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Emilia-Romagna,7.867507136060895,12.341385468559075,0,22,41,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Friuli Venezia Giulia,3.8311457963816955,4.53125,1,-11,11,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Lazio,3.503529513663332,8.49437247823317,3,-29,11,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Liguria,5.903900021547081,8.581271531475101,6,30,8,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Lombardia,6.560137343590082,7.740340290000838,-1,-12,21,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Marche,8.105022831050228,10.079500283929585,5,2,8,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Molise,7.876230661040788,7.876230661040788,1,3,2,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
P.A. Bolzano,6.7764625150111515,10.45045045045045,3,11,8,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
P.A. Trento,6.725734997986307,3.8076152304609217,0,8,1,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Piemonte,4.995450409463149,9.748062015503876,-1,24,6,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Puglia,10.063238933186692,11.27450980392157,-3,-25,17,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Sardegna,3.580672993960311,4.2507970244420825,-1,-13,7,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Sicilia,2.396797598198649,7.816579634464752,-3,-13,24,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Toscana,4.491945477075588,5.948363145460681,1,8,17,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Umbria,4.462102689486553,8.405296488198042,1,3,10,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Valle d'Aosta,2.0242914979757085,3.048780487804878,0,0,1,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
Veneto,3.0106395416812815,5.246366536689117,2,-15,9,5.382169012166775,8.164456149757921,1.0952380952380953,-2.4285714285714284,10.523809523809524
