regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,13.775510204081632,-2,1,2,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Basilicata,1.7543859649122806,0,-1,0,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Calabria,0.11185682326621924,1,-7,0,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Campania,1.1865035224323321,-10,-7,4,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Emilia-Romagna,4.777006937561943,-1,-23,39,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Friuli Venezia Giulia,1.0719754977029097,-2,7,1,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Lazio,2.5579295817032803,-22,21,2,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Liguria,12.618083670715249,-1,-11,21,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Lombardia,8.473795707838262,-18,-8,56,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Marche,4.967197750702906,0,-21,5,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Molise,1.0638297872340425,0,1,0,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
P.A. Bolzano,0.6075334143377886,0,-3,4,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
P.A. Trento,3.7812288993923024,-3,-3,5,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Piemonte,9.76456009913259,-24,-71,56,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Puglia,2.6392961876832843,0,-5,8,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Sardegna,1.2,2,-1,6,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Sicilia,1.888828926065839,0,-7,4,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Toscana,6.9510268562401265,-8,-10,18,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Umbria,0.31746031746031744,-1,-4,1,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Valle d'Aosta,3.5502958579881656,1,-1,1,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
Veneto,0.8525149190110827,-5,-8,27,4.655821780591394,-4.428571428571429,-7.666666666666667,12.380952380952381
