regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,3.6767849508336896,-2,-21,8,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Basilicata,4.410838059231254,0,2,4,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Calabria,8.154657293497364,1,-8,5,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Campania,7.766323024054983,-2,-42,25,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Emilia-Romagna,5.841544339432938,7,-23,68,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Friuli Venezia Giulia,7.411907654921021,1,-9,33,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Lazio,9.921429671853335,-15,0,56,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Liguria,5.7007125890736345,-5,12,16,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Lombardia,7.132346034628511,-21,58,92,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Marche,8.721768380586257,-2,-2,7,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Molise,4.21455938697318,-1,-3,0,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
P.A. Bolzano,10.909090909090908,1,-3,6,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
P.A. Trento,9.590973201692524,0,-18,13,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Piemonte,7.861908906295329,-2,-78,50,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Puglia,8.406909788867562,3,-10,35,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Sardegna,6.160026782725143,0,-16,12,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Sicilia,10.288870986304524,-5,-27,22,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Toscana,3.6085484059325004,-10,-24,22,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Umbria,3.015873015873016,3,-14,4,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Valle d'Aosta,10.679611650485437,1,6,0,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
Veneto,18.882489890944736,4,23,150,8.444881265654228,-2.0952380952380953,-9.380952380952381,29.904761904761905
