regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.1707757065544198,7.892435505028422,-1,10,2,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Basilicata,11.25886524822695,11.53496821071753,0,0,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Calabria,8.863008290564547,15.987008300252617,2,2,5,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Campania,5.234317920885085,10.78494623655914,0,5,2,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Emilia-Romagna,8.222602289172478,12.552534305534458,-4,46,16,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Friuli Venezia Giulia,3.1627484088842706,8.533916849015318,0,-4,7,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Lazio,5.072586090479406,13.726167847474224,5,-4,13,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Liguria,5.429538417224743,14.361904761904762,-2,10,4,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Lombardia,4.059146052542513,8.85684860968074,6,2,18,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Marche,8.540597447032503,12.471176018447348,-2,5,2,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Molise,3.4074074074074074,3.4074074074074074,0,0,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
P.A. Bolzano,3.450174343916315,5.534779356768886,-1,4,1,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
P.A. Trento,2.8247022985322627,6.688417618270799,2,-2,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Piemonte,3.501997634087003,9.782470423610228,3,29,3,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Puglia,2.089640094180962,5.964912280701754,0,10,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Sardegna,1.977728285077951,6.6968325791855206,1,-2,1,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Sicilia,4.525596504984877,15.587144622991348,6,20,10,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Toscana,4.011360641817703,10.228239845261122,1,-4,4,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Umbria,2.7554179566563466,11.0524681775846,0,3,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Valle d'Aosta,1.7743979721166032,8.085106382978724,0,2,0,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
Veneto,3.905416751764359,12.433669753407553,-3,18,9,4.283771852375066,10.981300433629627,0.6190476190476191,7.142857142857143,4.619047619047619
