regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.8216156603253377,4.342757213640338,-1,-5,2,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Basilicata,2.8776978417266186,3.0651340996168583,0,-1,0,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Calabria,3.878606423516603,7.224334600760456,1,5,3,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Campania,2.5077127734850415,6.570750519133788,-1,12,5,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Emilia-Romagna,2.8561660047865765,5.086913276180552,6,25,10,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Friuli Venezia Giulia,1.4699260212286909,5.430149960536701,-1,-1,9,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Lazio,2.3629917399011804,6.642840934876333,0,-27,10,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Liguria,1.9368759094786492,7.8647106764466175,-1,10,3,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Lombardia,1.3558184923151988,2.4353703574663785,4,31,15,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Marche,6.162050066656792,7.427245134797357,0,3,3,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Molise,0.0,0.0,0,0,0,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
P.A. Bolzano,3.8398018166804295,13.802315227070347,-1,6,0,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
P.A. Trento,1.5941680685732595,8.227114716106605,1,-2,1,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Piemonte,1.5534104711372498,4.397537379067722,1,4,3,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Puglia,1.245927621731091,4.370658986955785,1,-1,0,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Sardegna,0.9588890113523642,2.935222672064777,-3,4,2,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Sicilia,1.6822026050990802,7.896261953057085,-1,-13,8,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Toscana,1.3522983881433799,5.360346101086842,-2,8,3,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Umbria,0.518450747179018,2.6604068857589986,1,-2,2,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Valle d'Aosta,2.541404911479155,15.159574468085106,0,1,0,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
Veneto,1.7055259908586118,9.30626793010519,10,35,10,1.7728467218169595,5.749304142399364,0.6666666666666666,4.380952380952381,4.238095238095238
