regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.5607476635514018,0.8547008547008547,-3,-3,3,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Basilicata,5.679513184584178,5.78114246386786,1,-7,3,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Calabria,3.4253092293054235,4.2687747035573125,3,-9,0,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Campania,3.0253971466154,4.589761301711566,1,-48,30,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Emilia-Romagna,1.3425268708172784,2.4237050173649597,-7,-59,10,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Friuli Venezia Giulia,0.5776371888323477,0.9355509355509356,0,-7,2,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Lazio,1.2333427842358946,2.8970331588132634,-19,-44,14,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Liguria,1.276120593396076,2.0491803278688523,-2,-16,7,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Lombardia,1.8104753254617014,2.3056519077739237,-18,-36,31,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Marche,3.253182461103253,4.012561060711794,-1,-29,4,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Molise,0.631578947368421,0.7352941176470589,0,-1,0,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
P.A. Bolzano,1.0566882148184982,6.28997867803838,5,3,0,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
P.A. Trento,1.994459833795014,1.4962593516209477,-1,-1,0,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Piemonte,2.0202487171189496,4.233261339092873,-1,-65,21,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Puglia,3.483396097226977,4.3825975687779914,-2,-62,21,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Sardegna,2.7027027027027026,2.7027027027027026,1,-6,1,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Sicilia,1.6851168511685117,5.312136487010469,-4,-22,22,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Toscana,1.476183229341044,2.965246041024551,-11,-51,18,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Umbria,0.9136652542372882,2.4355806565478293,0,-1,1,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Valle d'Aosta,1.0650887573964498,2.413793103448276,0,4,1,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
Veneto,0.9804863981543785,2.5296660840769016,-7,-25,12,1.6936514699616532,3.2160804020100504,-3.0952380952380953,-23.095238095238095,9.571428571428571
