regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.0348837209302326,1,6,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Basilicata,1.714898177920686,0,0,1,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Calabria,1.0332950631458093,-1,2,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Campania,4.62155152086772,1,18,1,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Emilia-Romagna,1.2486594147387773,-3,-5,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Friuli Venezia Giulia,1.4093529788597052,-2,-2,2,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Lazio,2.208835341365462,0,12,5,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Liguria,3.8684719535783367,2,9,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Lombardia,1.5472230621913114,4,4,4,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Marche,1.9820670127418594,-2,1,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Molise,0.847457627118644,0,1,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
P.A. Bolzano,1.2006861063464838,0,0,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
P.A. Trento,2.2530329289428077,0,1,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Piemonte,3.344021988089785,1,14,1,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Puglia,1.823246391491517,-1,6,1,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Sardegna,3.1982942430703623,1,-4,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Sicilia,2.521613832853026,1,-4,2,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Toscana,2.5132424208272286,2,-3,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Umbria,3.220779220779221,1,1,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Valle d'Aosta,7.142857142857143,0,1,0,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
Veneto,1.0248430541396147,-2,-13,6,2.0772894655904772,0.14285714285714285,2.142857142857143,1.0952380952380953
