regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.295166211658905,8.468351695830632,6,-6,5,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Basilicata,10.272988505747126,10.430342815463165,0,1,1,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Calabria,13.27319587628866,14.548022598870057,1,9,3,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Campania,8.852816805347157,10.468304747567073,-3,10,42,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Emilia-Romagna,7.456030934264687,12.224047643495226,-3,-42,46,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Friuli Venezia Giulia,7.349985644559288,7.046933407171536,0,5,28,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Lazio,5.63198382840137,11.45475372279496,5,29,37,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Liguria,6.68405160581938,10.793439716312056,2,16,6,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Lombardia,8.349779619761858,10.5632925583597,3,-21,100,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Marche,12.423963133640553,10.89028922281467,-5,3,17,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Molise,3.727144866385373,3.727144866385373,1,-10,1,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
P.A. Bolzano,1.3671700473594852,8.11320754716981,-2,2,2,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
P.A. Trento,7.5388026607538805,7.914847161572053,-1,-9,5,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Piemonte,6.591935232757279,12.804005722460658,1,82,38,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Puglia,17.816234033786568,21.126205946052373,0,4,41,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Sardegna,3.0945757997218357,6.859344894026975,3,-3,2,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Sicilia,3.2052894462610944,8.03820852482653,3,-14,22,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Toscana,5.470249520153551,9.077055588683496,0,3,22,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Umbria,4.264960682393709,7.366482504604051,-6,1,5,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Valle d'Aosta,6.976744186046512,15.270935960591133,2,-4,1,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
Veneto,4.912650955563372,9.278119251648796,1,-8,33,6.757244029274724,10.778478057889822,0.38095238095238093,2.2857142857142856,21.761904761904763
