regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.049822064056939,8.079882740930744,-1,-26,25,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Basilicata,9.684439608269859,9.88888888888889,1,-1,2,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Calabria,10.346045197740112,10.876020786933926,1,7,4,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Campania,11.137227249578878,11.89906779247401,8,27,24,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Emilia-Romagna,8.828912503073182,15.466589861751151,9,90,25,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Friuli Venezia Giulia,6.4393570384802725,6.741258741258742,-1,13,11,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Lazio,4.007897840914919,10.451493070438634,-6,24,13,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Liguria,4.199475065616798,6.863487257128438,3,-11,7,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Lombardia,9.670968293308265,11.904642030007048,22,130,67,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Marche,12.613156306578153,17.54827875734677,2,7,11,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Molise,6.930693069306931,6.930693069306931,0,-7,3,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
P.A. Bolzano,1.4784672770430654,6.984334203655353,1,-11,4,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
P.A. Trento,7.74378585086042,8.298368298368299,0,6,4,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Piemonte,6.670635068268909,18.80600782531869,7,40,25,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Puglia,14.08892266768003,16.036897088241833,-5,1,15,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Sardegna,3.3121597096188746,3.3121597096188746,-1,-1,4,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Sicilia,2.2564415307211467,7.696307852314092,1,-8,10,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Toscana,5.116131840303882,7.96769680783416,6,28,23,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Umbria,4.220101401729794,7.383250717453691,-4,-5,13,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Valle d'Aosta,2.1709633649932156,4.571428571428571,0,0,0,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
Veneto,3.6779466590192142,9.84644913627639,3,24,17,6.658986434719906,11.394260495064282,2.1904761904761907,15.571428571428571,14.619047619047619
