regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.7793594306049823,2.8846153846153846,-1,4,2,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Basilicata,3.1914893617021276,3.1914893617021276,-1,0,1,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Calabria,4.4392523364485985,5.593719332679097,0,-3,2,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Campania,4.7097844112769485,5.948889819857562,1,-30,15,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Emilia-Romagna,2.2102045614860097,3.6321031048623316,1,9,3,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Friuli Venezia Giulia,0.5416384563303994,0.4094165813715456,0,2,0,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Lazio,2.5032412486287026,3.3532584924916167,-6,16,4,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Liguria,1.6068759342301944,2.3835920177383594,-1,8,1,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Lombardia,1.5240734326290266,1.8911745189117453,-12,-25,13,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Marche,4.655493482309125,4.761904761904762,-1,-3,2,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Molise,0.0,0.0,0,0,0,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
P.A. Bolzano,0.9838998211091234,4.641350210970464,0,1,0,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
P.A. Trento,2.73224043715847,2.912621359223301,0,-2,1,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Piemonte,1.0123734533183353,3.483541067433685,1,-31,7,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Puglia,3.781624500665779,6.352007057785619,-3,-47,6,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Sardegna,0.5517241379310345,1.8957345971563981,-1,-2,3,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Sicilia,2.299875200570512,6.285018270401949,-6,-9,8,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Toscana,2.169741697416974,2.587009119672436,0,8,13,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Umbria,0.7556675062972292,1.1009174311926606,0,2,0,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Valle d'Aosta,9.70873786407767,12.67605633802817,0,0,0,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
Veneto,0.9237875288683602,1.9168591224018476,1,-7,1,2.0925072145509733,3.562228304620834,-1.3333333333333333,-5.190476190476191,3.9047619047619047
