regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,5.94885598923284,0,1,1,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Basilicata,5.052631578947368,0,3,1,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Calabria,3.3064857990674015,0,3,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Campania,9.652076318742985,3,32,2,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Emilia-Romagna,5.724235498966155,2,12,6,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Friuli Venezia Giulia,6.753812636165577,1,7,2,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Lazio,5.206431986093003,1,42,6,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Liguria,11.117788461538462,1,38,3,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Lombardia,9.60265969465156,14,122,21,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Marche,8.025177025963808,3,11,3,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Molise,2.6600985221674875,0,3,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
P.A. Bolzano,8.640727640222334,1,1,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
P.A. Trento,5.783132530120482,0,11,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Piemonte,11.552309433185886,4,79,2,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Puglia,6.496870278437298,3,9,3,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Sardegna,12.035583464154893,-1,16,2,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Sicilia,8.575899843505477,9,14,3,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Toscana,6.771300448430493,5,41,5,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Umbria,9.58382180539273,-2,16,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Valle d'Aosta,20.27777777777778,0,3,0,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
Veneto,7.778317938745746,1,50,9,7.987525675408247,2.142857142857143,24.476190476190474,3.2857142857142856
