regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.8720442730169378,4.113924050632911,0,-1,3,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Basilicata,5.284147557328016,5.614406779661017,0,4,0,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Calabria,4.571428571428571,11.436541143654114,0,7,2,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Campania,3.1495631692821733,7.848222207056575,1,1,9,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Emilia-Romagna,3.458523338627863,6.054599513469682,6,26,10,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Friuli Venezia Giulia,1.5765484515484516,4.832853386753475,-1,-2,11,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Lazio,2.569511025886865,6.857284932869219,7,4,12,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Liguria,2.4877671903167653,9.161608497723824,2,1,6,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Lombardia,1.9534074079273385,4.903309638462127,9,55,9,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Marche,6.393901680149346,9.727810650887575,1,5,3,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Molise,0.45454545454545453,0.45454545454545453,0,0,1,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
P.A. Bolzano,1.942030392775647,7.596513075965131,2,1,3,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
P.A. Trento,1.8836523186322718,9.64824120603015,4,-2,1,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Piemonte,2.3132206741890484,6.589010471820214,-1,3,3,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Puglia,1.5786489904496097,5.9168535449370365,-1,-1,4,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Sardegna,0.9394482876419848,3.226752713405691,-2,8,1,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Sicilia,3.030774013055642,10.207286432160805,1,10,10,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Toscana,1.2810618922673251,5.532953620829943,-3,15,2,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Umbria,1.0154112055307505,5.197198673055658,1,-3,0,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Valle d'Aosta,1.637460499856363,12.1875,0,1,0,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
Veneto,2.4243417011343626,10.39231226471171,7,67,9,2.2666068222621183,7.01241480326494,1.5714285714285714,9.476190476190476,4.714285714285714
