regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.32362459546925565,0,1,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Basilicata,2.0558002936857562,0,0,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Calabria,1.2855209742895806,1,-2,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Campania,2.837573385518591,1,6,1,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Emilia-Romagna,1.091161591111993,0,10,2,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Friuli Venezia Giulia,1.3598589775875094,-1,-1,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Lazio,1.90818885617708,0,4,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Liguria,2.1692896639727777,0,2,1,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Lombardia,1.020217147135904,0,4,3,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Marche,1.264138389886893,1,-2,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Molise,0.8791208791208791,0,-1,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
P.A. Bolzano,1.2121212121212122,0,0,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
P.A. Trento,0.5595523581135092,0,1,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Piemonte,2.448087431693989,0,-4,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Puglia,2.6862364995846026,-1,9,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Sardegna,3.5932721712538225,2,3,2,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Sicilia,1.609868283504077,2,1,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Toscana,1.233011069076643,2,-5,2,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Umbria,1.8032786885245902,0,2,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Valle d'Aosta,0.0,0,0,0,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
Veneto,0.8425925925925926,0,-10,3,1.4939056151682466,0.3333333333333333,0.8571428571428571,0.6666666666666666
