regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,7.258064516129032,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Basilicata,0.0,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Calabria,0.0,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Campania,0.48426150121065376,-1,12,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Emilia-Romagna,0.6346835915624417,-1,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Friuli Venezia Giulia,0.0,0,0,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Lazio,0.6200909466721786,0,-2,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Liguria,0.32894736842105265,0,1,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Lombardia,0.594106463878327,0,9,3,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Marche,0.0,0,2,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Molise,2.4096385542168677,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
P.A. Bolzano,1.1173184357541899,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
P.A. Trento,0.5194805194805194,0,2,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Piemonte,1.0038610038610039,0,0,2,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Puglia,1.0404624277456647,0,3,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Sardegna,0.47619047619047616,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Sicilia,0.3645200486026732,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Toscana,0.6702412868632708,1,1,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Umbria,0.3831417624521073,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Valle d'Aosta,0.0,0,0,0,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
Veneto,0.7170795306388527,0,-2,1,0.6615077383924114,-0.047619047619047616,1.2380952380952381,0.5714285714285714
