regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,13.934782608695652,-1,31,9,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Basilicata,11.499272197962155,-2,-6,14,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Calabria,15.848289874703692,-7,35,10,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Campania,15.575620767494357,-1,23,75,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Emilia-Romagna,11.436426779857225,-3,-2,53,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Friuli Venezia Giulia,10.902616079989043,5,16,11,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Lazio,10.666567419703004,10,-10,80,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Liguria,11.387011460476051,1,-22,19,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Lombardia,20.034120734908136,9,172,182,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Marche,9.975010412328196,1,2,9,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Molise,10.606060606060606,-2,-2,8,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
P.A. Bolzano,16.753171856978085,-5,-1,11,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
P.A. Trento,5.587121212121212,3,10,7,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Piemonte,18.47930160518164,4,58,63,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Puglia,13.326838772528008,17,4,28,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Sardegna,11.883976344691636,-1,-7,10,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Sicilia,19.379681400991664,13,23,44,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Toscana,11.213950368879946,5,13,55,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Umbria,10.659574468085106,4,0,11,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Valle d'Aosta,16.539923954372625,0,-6,2,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
Veneto,17.56397376041605,8,99,52,14.598397165657444,2.761904761904762,20.476190476190474,35.857142857142854
