regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.8004073319755602,-3,-2,8,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Basilicata,1.3289036544850499,0,5,0,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Calabria,0.8434864104967198,0,-7,1,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Campania,2.481692432872254,-3,-54,8,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Emilia-Romagna,4.207180254300673,-1,-99,68,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Friuli Venezia Giulia,0.5091344713986223,-1,-1,2,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Lazio,3.6231884057971016,-1,-8,14,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Liguria,8.057675996607294,-8,36,33,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Lombardia,14.304872597228432,-50,-333,203,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Marche,3.2903225806451615,-2,-8,12,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Molise,0.2932551319648094,0,0,0,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
P.A. Bolzano,2.6402640264026402,1,-1,2,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
P.A. Trento,6.015037593984962,-2,-18,10,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Piemonte,10.511708586296617,-8,-183,76,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Puglia,3.064066852367688,-1,-15,25,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Sardegna,1.4336917562724014,0,-3,7,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Sicilia,2.043010752688172,-2,-12,3,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Toscana,2.359882005899705,-11,-17,19,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Umbria,0.3714020427112349,-7,-6,2,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Valle d'Aosta,4.464285714285714,0,-3,-1,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
Veneto,3.8159526105524177,-3,-43,42,5.235391167555538,-4.857142857142857,-36.76190476190476,25.428571428571427
