regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.125703564727955,-1,-8,5,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Basilicata,0.3460207612456747,0,-5,0,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Calabria,0.14630577907827358,0,-1,0,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Campania,0.48123195380173245,-1,-12,1,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Emilia-Romagna,1.0626992561105206,-13,-219,20,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Friuli Venezia Giulia,0.5164622336991608,0,-4,3,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Lazio,1.0713278827177897,-1,-34,11,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Liguria,3.325062034739454,0,-17,13,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Lombardia,3.6083890466159905,-15,-215,69,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Marche,1.392757660167131,-4,-19,2,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Molise,18.51851851851852,0,-4,0,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
P.A. Bolzano,0.375,0,0,0,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
P.A. Trento,0.3379647014645137,0,-4,1,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Piemonte,2.5160041685276164,-14,-42,32,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Puglia,0.49527239981990095,-4,-24,4,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Sardegna,0.08103727714748785,-1,1,0,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Sicilia,0.3698722259583053,-2,-22,1,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Toscana,0.6467065868263473,0,-23,5,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Umbria,0.0,0,-5,1,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Valle d'Aosta,0.8287292817679558,0,-7,1,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
Veneto,0.34578918014500837,-3,-29,26,1.43288206154293,-2.8095238095238093,-33.0,9.285714285714286
