regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.33975084937712347,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Basilicata,0.0,0,1,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Calabria,0.10030090270812438,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Campania,0.46419098143236076,0,-1,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Emilia-Romagna,1.2673362027737924,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Friuli Venezia Giulia,0.042498937526561836,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Lazio,0.9311740890688259,0,-1,1,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Liguria,0.9596928982725528,0,-9,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Lombardia,1.1734028683181226,-4,-11,6,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Marche,0.12422360248447205,0,-1,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Molise,0.0,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
P.A. Bolzano,0.7886435331230284,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
P.A. Trento,0.24469820554649266,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Piemonte,0.3615328994938539,-1,0,2,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Puglia,0.19821605550049554,0,-1,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Sardegna,0.11547344110854503,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Sicilia,0.0,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Toscana,0.074487895716946,0,-2,1,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Umbria,0.1272264631043257,0,1,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Valle d'Aosta,0.0,0,0,0,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
Veneto,0.13179966450994487,1,-3,2,0.5755635726649011,-0.19047619047619047,-1.2857142857142858,0.5714285714285714
