regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.8108651911468814,0,10,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Basilicata,1.2195121951219512,0,1,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Calabria,1.3043478260869565,0,0,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Campania,7.136563876651983,-1,1,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Emilia-Romagna,2.3089171974522293,4,-2,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Friuli Venezia Giulia,1.4672686230248306,1,1,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Lazio,2.389572773352643,4,44,5,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Liguria,4.730229120473023,0,9,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Lombardia,0.9033423667570009,-2,19,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Marche,3.090909090909091,0,3,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Molise,12.062256809338521,0,1,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
P.A. Bolzano,1.7761989342806395,-1,1,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
P.A. Trento,1.694915254237288,0,0,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Piemonte,2.387934645999162,0,1,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Puglia,4.274406332453826,0,2,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Sardegna,5.914972273567468,2,2,2,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Sicilia,2.4177949709864603,1,9,3,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Toscana,2.0299661672305462,0,8,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Umbria,0.8431703204047217,0,-4,1,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Valle d'Aosta,1.6129032258064515,0,-1,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
Veneto,1.5617892342683852,2,5,0,2.4166696502094447,0.47619047619047616,5.238095238095238,0.8095238095238095
