regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,11.048158640226628,1,-3,3,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Basilicata,4.040404040404041,-1,1,1,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Calabria,3.644646924829157,0,-1,2,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Campania,7.182761372705507,2,-7,12,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Emilia-Romagna,8.883751651254954,-6,-54,72,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Friuli Venezia Giulia,3.9556962025316458,-2,-4,6,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Lazio,8.404558404558404,-5,-6,9,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Liguria,19.88527724665392,-6,-51,25,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Lombardia,18.217411331183786,-38,-81,282,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Marche,13.714285714285714,-1,-39,18,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Molise,0.0,0,1,0,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
P.A. Bolzano,9.508547008547009,12,80,10,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
P.A. Trento,14.222222222222221,-1,6,14,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Piemonte,13.975983989326217,-6,69,68,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Puglia,6.422018348623853,-4,-10,14,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Sardegna,8.176100628930818,0,-1,5,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Sicilia,3.6611629576453697,-1,-1,2,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Toscana,4.523934771173066,-16,-29,19,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Umbria,1.4265335235378032,-5,-2,5,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Valle d'Aosta,18.29268292682927,-4,9,4,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
Veneto,4.645712710228839,-25,-135,33,9.014326817548127,-5.0476190476190474,-12.285714285714286,28.761904761904763
