regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,9.966297544535388,4,2,2,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Basilicata,11.126373626373626,0,4,1,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Calabria,9.702457956015524,0,8,6,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Campania,9.655279987521448,-1,7,18,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Emilia-Romagna,12.636407868214361,5,8,41,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Friuli Venezia Giulia,9.045680687471732,-2,6,20,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Lazio,14.135553313151698,-6,32,24,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Liguria,10.327102803738319,5,22,5,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Lombardia,12.93814823226588,-2,-26,36,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Marche,14.446601941747574,2,0,13,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Molise,7.407407407407407,1,1,1,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
P.A. Bolzano,13.636363636363637,0,10,5,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
P.A. Trento,6.04370060437006,3,13,3,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Piemonte,19.676048858204993,6,9,8,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Puglia,12.51482018179423,-3,-27,25,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Sardegna,12.32528589580686,2,-6,9,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Sicilia,16.56907738566229,-2,47,26,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Toscana,5.558165022702364,8,9,10,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Umbria,7.884465261514442,1,-2,3,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Valle d'Aosta,10.385756676557863,0,-10,3,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
Veneto,24.138661395086135,-7,20,88,13.833589061316449,0.6666666666666666,6.0476190476190474,16.523809523809526
