regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.8900343642611683,0,3,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Basilicata,0.8576329331046312,0,0,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Calabria,0.8672086720867209,2,-2,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Campania,2.3014280656202053,2,1,3,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Emilia-Romagna,1.3073449013548848,2,4,1,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Friuli Venezia Giulia,1.5437392795883362,1,0,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Lazio,1.9294318302952778,-2,25,2,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Liguria,1.7429193899782136,2,-1,3,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Lombardia,1.2945132906435712,2,8,1,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Marche,2.1828908554572273,0,5,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Molise,0.7490636704119851,0,0,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
P.A. Bolzano,0.9810333551340745,0,-2,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
P.A. Trento,3.620771796093378,0,-2,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Piemonte,1.4367816091954022,0,13,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Puglia,1.5706806282722514,0,-4,1,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Sardegna,2.616726526423807,0,-4,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Sicilia,1.7460894870862131,-2,18,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Toscana,1.5420500194376052,0,1,1,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Umbria,1.250710631040364,0,-2,1,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Valle d'Aosta,0.3663003663003663,0,0,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
Veneto,0.9413593574574661,-2,2,0,1.5573875192831104,0.23809523809523808,3.0,0.6190476190476191
