regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.9159519725557463,1,2,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Basilicata,2.985074626865672,0,0,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Calabria,1.1023622047244095,0,2,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Campania,7.6272040302267,3,28,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Emilia-Romagna,1.573321932449765,-1,9,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Friuli Venezia Giulia,2.2208762366242683,0,-3,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Lazio,2.6925673141828548,7,13,6,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Liguria,3.9408866995073892,4,-1,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Lombardia,3.0948389143141966,1,22,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Marche,3.200775945683802,0,3,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Molise,1.2269938650306749,0,2,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
P.A. Bolzano,3.6373220875065893,0,9,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
P.A. Trento,2.3524720893141944,0,0,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Piemonte,4.499196572040707,1,14,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Puglia,5.216659655027345,0,27,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Sardegna,6.038991916310033,0,1,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Sicilia,3.5123406563601844,3,1,3,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Toscana,3.74585635359116,-1,9,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Umbria,3.5294117647058822,0,6,1,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Valle d'Aosta,7.228915662650603,0,0,0,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
Veneto,2.895388607147069,3,-1,6,3.480148011678559,1.0,6.809523809523809,1.0476190476190477
