regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,13.194868662186927,1,16,12,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Basilicata,9.067357512953368,-1,-2,4,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Calabria,11.04225352112676,1,15,4,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Campania,18.98572435671484,-1,79,15,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Emilia-Romagna,9.936690078148185,11,50,29,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Friuli Venezia Giulia,10.032213529682467,1,26,7,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Lazio,8.543271113431667,3,108,27,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Liguria,19.396092362344582,-1,-12,35,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Lombardia,24.922449510835374,40,250,108,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Marche,17.513183458229253,7,10,8,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Molise,18.650306748466257,0,0,0,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
P.A. Bolzano,22.341040462427745,1,5,7,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
P.A. Trento,9.56919557758292,1,17,5,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Piemonte,25.51466359976998,16,251,45,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Puglia,14.884903262251095,2,89,14,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Sardegna,12.405137186223001,10,-2,4,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Sicilia,16.166528288459258,10,4,35,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Toscana,15.361296367745135,5,65,30,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Umbria,14.232519652461729,5,19,4,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Valle d'Aosta,24.074074074074073,1,0,7,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
Veneto,19.644696189495367,7,116,25,17.184134534451577,5.666666666666667,52.57142857142857,20.238095238095237
