regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.9433962264150944,0,-4,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Basilicata,3.0120481927710845,0,1,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Calabria,0.8503401360544217,-1,-2,2,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Campania,4.4888597640891215,2,-57,1,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Emilia-Romagna,0.9795191451469278,-1,11,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Friuli Venezia Giulia,1.2067039106145252,0,1,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Lazio,2.236748033908692,-1,28,2,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Liguria,3.216180371352785,2,-9,2,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Lombardia,1.3377227360610335,0,12,4,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Marche,1.6476552598225602,0,1,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Molise,1.3404825737265416,0,1,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
P.A. Bolzano,1.9607843137254901,-1,6,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
P.A. Trento,2.4102079395085068,0,1,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Piemonte,1.975263060734724,1,1,1,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Puglia,1.4513375071143995,1,-5,3,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Sardegna,3.3088235294117645,-1,-3,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Sicilia,1.9791291831594098,0,20,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Toscana,1.5820509132748455,0,-3,1,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Umbria,1.7430278884462151,0,2,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Valle d'Aosta,7.2368421052631575,0,0,0,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
Veneto,1.3158696314346634,2,7,1,1.7904528341651738,0.14285714285714285,0.42857142857142855,0.8095238095238095
