regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.487603305785124,-3,5,6,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Basilicata,0.7766990291262136,0,-2,0,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Calabria,1.1173184357541899,0,-6,4,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Campania,1.4632524110409046,-3,-15,4,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Emilia-Romagna,4.609068856129875,-2,-82,34,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Friuli Venezia Giulia,0.9287925696594427,-2,-2,2,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Lazio,2.404438964241677,-2,11,9,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Liguria,7.205113306217315,-4,-23,29,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Lombardia,9.418976085642752,-34,-401,166,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Marche,5.063291139240507,-10,-22,8,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Molise,1.2448132780082988,0,0,0,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
P.A. Bolzano,1.9662921348314606,-1,7,2,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
P.A. Trento,3.183885640025991,-1,-10,7,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Piemonte,9.304229195088677,-4,-121,69,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Puglia,2.0368574199806013,-4,-40,11,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Sardegna,0.1466992665036675,-1,5,4,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Sicilia,1.824212271973466,-2,-15,5,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Toscana,3.0705919594808484,-9,-53,19,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Umbria,0.06609385327164574,0,-6,1,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Valle d'Aosta,11.428571428571429,-2,-3,2,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
Veneto,3.945130937535427,-10,-30,38,4.837702371611126,-4.476190476190476,-38.23809523809524,20.0
