regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,4.585184123799971,6.23777864685178,2,-3,11,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Basilicata,9.145527369826436,9.300746775288527,1,-2,1,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Calabria,10.185185185185185,10.775862068965518,-2,-1,5,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Campania,10.783846238491728,11.210269486086077,1,45,23,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Emilia-Romagna,7.520138676455593,12.363497841361212,4,57,31,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Friuli Venezia Giulia,9.263219284603421,8.875405672357838,0,6,15,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Lazio,4.7383024640121425,11.315804815484173,8,44,19,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Liguria,4.538734476641041,7.464138098711403,0,0,8,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Lombardia,9.783084644144296,11.916749750747757,27,159,66,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Marche,15.042117930204572,17.540782318891424,7,22,11,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Molise,12.107101280558789,12.107101280558789,0,-1,2,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
P.A. Bolzano,1.4909564934006845,7.765023632680621,-2,-11,2,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
P.A. Trento,6.469951272333514,4.832056570418385,-1,-2,2,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Piemonte,6.816961889425658,16.857469948483114,4,106,28,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Puglia,16.469676419298587,19.04977375565611,1,33,23,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Sardegna,4.134885588117222,4.134885588117222,4,-4,3,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Sicilia,2.452274956613597,7.763047892033919,-2,13,13,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Toscana,5.632008154943935,9.095406360424029,-1,40,20,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Umbria,3.1725477500809323,5.67458019687319,1,-12,10,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Valle d'Aosta,4.473304473304474,17.613636363636363,0,3,0,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
Veneto,5.177706133323037,11.990485962130398,16,5,24,6.988180531125316,11.544274384510489,3.238095238095238,23.666666666666668,15.095238095238095
