regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,4.870578936968978,8.534258456201215,7,-2,7,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Basilicata,7.111111111111111,7.561436672967864,1,2,1,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Calabria,5.573468447719945,6.022896963663515,-2,2,1,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Campania,8.01780163888104,9.088427947598253,-1,3,17,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Emilia-Romagna,2.791395120825884,4.522948009902875,3,3,35,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Friuli Venezia Giulia,3.217025488740411,3.0690985619081026,-3,-16,10,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Lazio,2.838185339217118,7.96435005214753,-1,-25,32,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Liguria,3.281365998515219,5.486593843098312,-2,-7,10,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Lombardia,5.682503518059371,6.823609689525759,7,121,38,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Marche,5.582426440951229,7.605711147721032,-3,-2,4,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Molise,1.9553072625698324,1.9553072625698324,0,6,4,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
P.A. Bolzano,4.61198789762041,7.037203047960555,0,-4,5,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
P.A. Trento,8.859609268514312,3.1638418079096047,0,-6,4,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Piemonte,4.095835104122397,8.389932081502197,-3,-33,37,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Puglia,6.871287128712871,7.6524870582939455,-3,-21,34,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Sardegna,1.9754564501646215,2.460850111856823,-1,-9,7,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Sicilia,2.7330767885254503,6.622867436685388,-7,-30,22,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Toscana,2.5691470894572386,4.8901162121735124,1,5,15,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Umbria,2.8701650652870163,5.250112663361874,0,-1,11,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Valle d'Aosta,1.36986301369863,2.127659574468085,0,-2,0,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
Veneto,1.8212960319725948,4.475743348982785,-8,-36,42,3.7902481214806274,6.306634131027298,-0.7142857142857143,-2.4761904761904763,16.0
