regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.3472222222222222,0,-1,2,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Basilicata,0.0,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Calabria,0.0,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Campania,0.37735849056603776,1,1,1,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Emilia-Romagna,0.33444816053511706,0,-6,2,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Friuli Venezia Giulia,0.07651109410864575,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Lazio,0.356718192627824,0,0,2,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Liguria,0.8253094910591472,0,1,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Lombardia,0.5692281935375858,0,0,1,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Marche,0.17985611510791366,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Molise,0.0,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
P.A. Bolzano,0.27100271002710025,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
P.A. Trento,0.45977011494252873,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Piemonte,0.24198427102238354,0,-6,3,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Puglia,0.0,0,-3,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Sardegna,0.0,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Sicilia,0.07538635506973237,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Toscana,0.2938295788442703,1,1,1,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Umbria,0.26833631484794274,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Valle d'Aosta,0.0,0,0,0,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
Veneto,0.30864197530864196,0,0,3,0.2992345163535143,0.09523809523809523,-0.6190476190476191,0.7142857142857143
