regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,5.882352941176471,4,-1,10,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Basilicata,5.454545454545454,4,-1,1,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Calabria,3.160919540229885,3,19,3,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Campania,13.424821002386635,-9,25,19,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Emilia-Romagna,26.634146341463413,7,46,79,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Friuli Venezia Giulia,10.052910052910052,0,-7,7,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Lazio,2.9314830875975715,4,38,16,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Liguria,16.598639455782312,-7,6,28,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Lombardia,18.897177124469795,9,-165,367,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Marche,21.020092735703244,-4,2,26,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Molise,6.944444444444445,0,-2,1,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
P.A. Bolzano,8.402203856749312,3,10,13,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
P.A. Trento,16.199756394640684,2,-6,14,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Piemonte,27.352941176470587,0,195,97,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Puglia,9.739776951672862,11,8,15,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Sardegna,10.447761194029852,-3,-2,6,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Sicilia,7.3219658976930795,1,7,5,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Toscana,9.785490479633646,-2,15,15,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Umbria,5.0228310502283104,2,-2,1,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Valle d'Aosta,17.05069124423963,-2,0,4,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
Veneto,6.416688671771851,-5,-48,33,11.725991609937452,0.8571428571428571,6.523809523809524,36.19047619047619
