regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,4.075774971297359,6.988188976377953,3,-3,9,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Basilicata,8.053691275167786,8.344923504867872,0,-5,1,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Calabria,7.6513911620294595,7.974413646055437,1,-2,3,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Campania,9.74397325356326,11.22186135065517,-6,7,14,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Emilia-Romagna,7.911855333188085,19.859721018204745,3,86,32,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Friuli Venezia Giulia,5.792796138135908,5.543312425834888,6,7,11,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Lazio,4.174026215487589,11.6293477298876,-1,-16,20,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Liguria,4.990757855822551,8.136300417246176,-2,0,8,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Lombardia,9.137686689196554,11.110772419679327,19,28,49,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Marche,9.428166351606805,13.887922032718413,-4,10,16,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Molise,7.38569753810082,7.38569753810082,1,0,0,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
P.A. Bolzano,2.5719237435008666,9.92112909921129,-2,-10,4,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
P.A. Trento,8.50162054350536,8.046585494970884,0,0,2,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Piemonte,4.610727315066367,12.506420133538777,3,18,14,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Puglia,12.477777777777778,14.729819879919946,-3,-7,20,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Sardegna,3.197353914002205,3.197353914002205,-3,-7,6,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Sicilia,1.9977631223726329,6.208797794558312,2,-42,21,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Toscana,4.820205479452055,7.533305864579042,3,43,20,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Umbria,3.7072856221792394,6.2687380757699644,0,-20,7,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Valle d'Aosta,3.875968992248062,7.936507936507937,1,1,0,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
Veneto,3.111154153451323,7.043997668997669,1,-8,23,5.855494711295879,10.46382553340243,1.0476190476190477,3.8095238095238093,13.333333333333334
