regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.1186440677966103,-2,-16,11,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Basilicata,0.0,0,-1,0,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Calabria,0.0508130081300813,0,-1,2,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Campania,1.6856987493202829,-4,3,6,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Emilia-Romagna,3.3114323258869907,-19,-66,41,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Friuli Venezia Giulia,0.5605730302086578,0,6,7,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Lazio,1.925545571245186,-11,4,17,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Liguria,7.738095238095238,-2,-36,13,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Lombardia,10.136474979587076,-25,-245,126,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Marche,3.10077519379845,0,-1,9,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Molise,0.8333333333333334,0,-2,0,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
P.A. Bolzano,0.40816326530612246,-1,-14,2,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
P.A. Trento,4.366812227074236,-1,-19,5,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Piemonte,6.791433532703068,-12,-129,58,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Puglia,1.4473684210526316,0,-1,2,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Sardegna,0.27739251040221913,-1,-1,0,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Sicilia,1.4843087362171332,-1,-12,1,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Toscana,1.138104618078354,-10,-52,16,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Umbria,0.8506616257088847,1,-10,0,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Valle d'Aosta,2.3121387283236996,-2,-5,2,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
Veneto,1.5748992796972288,-3,-32,64,3.6509987428411788,-4.428571428571429,-30.0,18.19047619047619
