regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.6875,1,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Basilicata,0.9036144578313253,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Calabria,0.5734767025089605,1,1,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Campania,2.405773857257418,0,6,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Emilia-Romagna,1.2007422770439908,1,3,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Friuli Venezia Giulia,1.7082785808147174,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Lazio,1.5625,0,14,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Liguria,3.8435603506405935,0,4,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Lombardia,1.4087746535564372,3,4,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Marche,2.437538086532602,0,-3,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Molise,0.6550218340611353,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
P.A. Bolzano,1.8181818181818181,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
P.A. Trento,4.329461457233369,0,-1,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Piemonte,1.6328331862312444,0,10,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Puglia,1.787538304392237,2,7,3,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Sardegna,3.1963470319634704,0,6,1,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Sicilia,2.3008465378771437,3,3,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Toscana,1.2756516916250693,2,5,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Umbria,1.2605042016806722,1,-1,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Valle d'Aosta,0.0,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
Veneto,1.2873281373150014,0,0,0,1.6955810842375725,0.6666666666666666,2.761904761904762,0.47619047619047616
