regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,8.040973111395646,2,-10,9,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Basilicata,6.963249516441006,0,-4,3,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Calabria,8.214804063860667,3,9,1,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Campania,7.448107448107448,-3,-9,48,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Emilia-Romagna,7.440156634876524,-8,-51,66,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Friuli Venezia Giulia,7.498969921714051,1,-6,31,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Lazio,11.785348735195203,-13,21,41,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Liguria,8.892390814948222,-3,-42,18,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Lombardia,7.0420326223337515,-4,10,51,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Marche,6.826909401223155,-6,6,12,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Molise,9.989701338825952,3,-4,1,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
P.A. Bolzano,9.817518248175183,-2,-10,5,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
P.A. Trento,6.671749904689287,1,-23,8,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Piemonte,11.584385763490241,1,-48,41,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Puglia,10.586048331865767,-5,14,15,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Sardegna,7.679630850362558,2,10,15,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Sicilia,18.67767027129577,-1,29,36,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Toscana,4.942483914993176,3,-35,11,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Umbria,8.180122568611777,-6,7,4,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Valle d'Aosta,7.818930041152264,1,-6,0,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
Veneto,9.88301946178461,-23,-45,91,8.991671844449892,-2.7142857142857144,-8.904761904761905,24.142857142857142
