regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.0927347903130538,2.4691358024691357,0,-3,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Basilicata,6.508875739644971,6.9431920649233545,0,-2,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Calabria,3.587096774193548,6.373223292067859,3,-12,1,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Campania,1.8425655976676385,3.482861236636173,1,-8,16,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Emilia-Romagna,0.8737469520455161,1.9824804057169203,0,-1,6,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Friuli Venezia Giulia,1.0192640913260627,1.7156862745098038,-1,4,1,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Lazio,1.0496583839077827,2.009286618826509,3,1,4,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Liguria,1.3788098693759072,2.5428265524625266,0,-2,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Lombardia,0.7981049562682215,1.4838709677419355,2,-9,5,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Marche,2.346331791143424,3.191011235955056,0,1,5,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Molise,0.39603960396039606,0.39603960396039606,0,0,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
P.A. Bolzano,1.1663932932385639,6.49746192893401,-1,1,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
P.A. Trento,1.0479517307081614,1.1428571428571428,0,-1,1,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Piemonte,1.1005731094994167,2.649906573806693,-2,-9,3,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Puglia,1.06816584680253,2.4719466579931697,1,-9,1,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Sardegna,0.8384146341463414,2.0364085158901575,-1,-5,5,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Sicilia,1.7766984086406339,4.927330733782346,-5,-19,7,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Toscana,1.3520881038054737,2.579195205479452,-7,-25,5,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Umbria,0.7514365699130691,2.3019034971226207,0,5,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Valle d'Aosta,0.7668711656441718,3.5714285714285716,0,-1,0,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
Veneto,0.5782857142857143,1.8588151826888968,-2,-7,3,1.0871478277351312,2.421126886184333,-0.42857142857142855,-4.809523809523809,3.0
