regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.852545429324455,10.198183319570603,3,-6,9,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Basilicata,8.066429418742587,8.28258221680877,-2,4,3,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Calabria,8.4688995215311,9.137842023748064,-5,0,4,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Campania,8.199715851430891,8.65839243498818,0,23,13,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Emilia-Romagna,5.928506315926553,11.014369215781782,2,12,46,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Friuli Venezia Giulia,3.6935541522697486,3.8274299143864363,-2,-12,15,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Lazio,3.4295215990577477,7.588546838795101,-1,-20,38,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Liguria,3.8975817923186344,6.697628941579076,-1,-18,15,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Lombardia,7.17616680155702,8.92075588280727,5,17,33,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Marche,9.484936831875608,12.010829436377062,3,4,17,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Molise,12.852311161217587,12.88135593220339,-1,3,5,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
P.A. Bolzano,5.114190903767324,10.081915563957152,-1,1,9,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
P.A. Trento,7.5896827749777644,3.067484662576687,-2,0,4,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Piemonte,4.740832094018644,11.446379105658885,2,-17,25,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Puglia,9.56131714254458,11.003070624360287,4,-22,27,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Sardegna,1.669195751138088,1.9434628975265018,2,-13,6,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Sicilia,1.8960613634404895,4.855440300154491,5,-46,22,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Toscana,4.15748031496063,6.596734874787619,5,6,19,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Umbria,4.044611663531309,7.725872689938399,-2,-7,11,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Valle d'Aosta,2.4691358024691357,4.678362573099415,0,-1,0,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
Veneto,2.4029845287297467,5.739495064208963,0,-40,32,5.209539323120002,8.370902959120343,0.6666666666666666,-6.285714285714286,16.80952380952381
