regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.1164021164021163,-1,4,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Basilicata,3.763440860215054,0,0,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Calabria,0.5128205128205128,0,1,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Campania,5.275393419170244,0,12,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Emilia-Romagna,1.6683022571148185,0,0,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Friuli Venezia Giulia,0.2857142857142857,0,0,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Lazio,2.668859094358715,3,30,3,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Liguria,5.518987341772152,2,8,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Lombardia,1.5000630278583134,0,4,2,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Marche,1.3089005235602094,2,5,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Molise,0.5602240896358543,0,2,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
P.A. Bolzano,2.5,0,0,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
P.A. Trento,9.615384615384615,0,-1,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Piemonte,3.04601425793908,2,14,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Puglia,6.181318681318682,3,4,2,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Sardegna,2.7715355805243447,-1,-1,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Sicilia,4.225352112676056,1,26,1,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Toscana,1.9335759781619655,-1,11,3,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Umbria,1.8302828618968385,0,5,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Valle d'Aosta,0.970873786407767,0,0,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
Veneto,3.7631091918568784,0,7,0,2.9231642176524684,0.47619047619047616,6.238095238095238,0.7619047619047619
