regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,9.289617486338798,9,5,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Basilicata,inf,0,4,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Calabria,4.0,1,0,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Campania,,0,0,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Emilia-Romagna,62.46056782334385,24,218,65,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Friuli Venezia Giulia,inf,6,24,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Lazio,6.84610883557636,0,60,9,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Liguria,27.047146401985113,15,102,13,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Lombardia,58.918705603788474,45,332,319,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Marche,22.285067873303166,10,39,23,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Molise,5.0,1,0,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
P.A. Bolzano,12.23021582733813,7,8,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
P.A. Trento,15.217391304347826,0,34,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Piemonte,45.632065775950664,21,402,21,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Puglia,12.07865168539326,16,1,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Sardegna,12.878787878787879,3,6,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Sicilia,11.904761904761905,1,14,0,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Toscana,31.513083048919228,17,98,5,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Umbria,17.985611510791365,0,18,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Valle d'Aosta,32.95454545454545,-3,6,1,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
Veneto,9.50960283423457,24,98,14,24.917081260364842,9.380952380952381,69.95238095238095,22.61904761904762
