regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,12.157330154946365,0,-5,17,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Basilicata,12.718786464410735,1,-3,3,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Calabria,14.871306005719733,-1,4,5,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Campania,13.11151966279539,-16,-24,63,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Emilia-Romagna,10.162410814870446,-8,-6,66,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Friuli Venezia Giulia,11.86161449752883,0,-5,35,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Lazio,9.36779716825815,3,-1,69,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Liguria,10.954446854663775,-5,-56,14,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Lombardia,13.16605995455767,-9,-127,181,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Marche,24.48775612193903,1,-22,9,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Molise,7.845084409136048,2,-7,5,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
P.A. Bolzano,17.818339852238157,2,-20,11,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
P.A. Trento,6.443444006752954,1,-9,8,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Piemonte,13.607882113996801,-8,-70,97,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Puglia,18.27459231983167,-10,77,48,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Sardegna,11.247750449910018,-2,-7,9,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Sicilia,14.724964739069112,-3,-6,47,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Toscana,7.40667064518268,-3,-65,66,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Umbria,6.599241466498103,-6,4,14,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Valle d'Aosta,14.125874125874127,-2,1,0,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
Veneto,20.26081802015412,-1,-7,60,12.725142839189777,-3.0476190476190474,-16.857142857142858,39.38095238095238
