regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,8.748801534036433,0,-8,2,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Basilicata,12.75820170109356,0,-1,0,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Calabria,13.464140730717185,1,2,1,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Campania,7.936323495235882,2,-10,19,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Emilia-Romagna,9.535910933623768,4,-31,61,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Friuli Venezia Giulia,9.498432601880877,3,-8,33,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Lazio,13.018096906012843,-2,-26,37,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Liguria,7.959005669428696,-8,-5,18,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Lombardia,10.371723701777809,-4,80,92,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Marche,10.755645628257094,2,17,13,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Molise,5.476673427991886,1,0,0,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
P.A. Bolzano,12.495119094103865,0,0,4,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
P.A. Trento,7.029085872576177,0,-12,5,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Piemonte,13.953209358128374,5,-74,45,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Puglia,15.751718641028196,1,-18,23,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Sardegna,10.692626875199489,2,6,9,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Sicilia,17.323640831370945,4,-8,29,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Toscana,3.6821358179537715,7,-45,27,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Umbria,7.944139194139194,2,2,3,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Valle d'Aosta,13.0,0,0,1,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
Veneto,17.01112877583466,-18,-82,126,11.383793590002016,0.09523809523809523,-10.523809523809524,26.095238095238095
