regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.4163090128755365,1.9014693171996542,-1,-5,2,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Basilicata,5.48172757475083,5.670103092783505,-1,-6,0,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Calabria,5.777903043968433,7.954986418315872,-1,-7,4,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Campania,2.5983108289848835,3.4328358208955225,0,-28,8,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Emilia-Romagna,0.9516526467839239,1.6225697997368806,-7,-41,4,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Friuli Venezia Giulia,0.41073384446878425,0.4315417810906238,1,-10,2,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Lazio,1.2079313226468131,2.2854883353103994,-8,-70,18,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Liguria,1.2081632653061225,2.0202020202020203,-2,-7,2,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Lombardia,1.5773767230353843,2.0372526193247964,1,-84,15,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Marche,3.3024768576432324,3.745743473325766,-2,-11,1,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Molise,1.9823788546255507,1.9522776572668112,0,-4,0,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
P.A. Bolzano,0.7862759113652609,5.3156146179401995,0,1,0,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
P.A. Trento,1.7723513194170935,1.4782608695652173,0,-4,0,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Piemonte,1.7902813299232736,3.072546230440967,3,-37,5,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Puglia,2.694100261452768,3.6976293424780082,-5,-33,16,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Sardegna,1.3322884012539185,1.7364657814096016,-8,2,4,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Sicilia,1.8179173938336242,5.076485718153513,-7,-22,20,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Toscana,1.3393552406167264,2.301485420869246,-4,-38,11,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Umbria,0.5793742757821553,1.4135702746365104,-2,1,1,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Valle d'Aosta,1.8867924528301887,3.5353535353535355,0,1,0,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
Veneto,0.7337284916844105,1.1284616323045016,-2,-37,8,1.50864876878626,2.4988082819225004,-2.142857142857143,-20.904761904761905,5.761904761904762
