regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.6007727868626234,6.973249173429516,0,-1,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Basilicata,9.419152276295133,10.135135135135135,0,1,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Calabria,3.9023020774845594,10.04335260115607,0,0,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Campania,3.4363586380237994,7.65194578049847,2,7,2,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Emilia-Romagna,3.264596513256387,6.843084556543312,1,9,9,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Friuli Venezia Giulia,2.366722448003825,8.75453446191052,-1,17,3,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Lazio,2.5434916537096255,8.504571821846426,1,8,4,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Liguria,1.9657771440211855,8.326143226919758,-1,-4,1,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Lombardia,1.0288688494825395,3.6932310000577067,-1,11,5,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Marche,6.612529002320185,9.756932557343376,0,-7,1,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Molise,5.033112582781457,5.033112582781457,0,-2,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
P.A. Bolzano,4.789522918615528,27.379679144385026,0,-1,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
P.A. Trento,0.8408796895213454,8.727272727272727,0,0,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Piemonte,1.0014189041693953,5.082713977463438,0,11,1,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Puglia,0.683082686057401,2.3302131049591717,1,-2,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Sardegna,0.9336728507336001,3.574744661095636,0,0,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Sicilia,2.292381606039808,12.422514257376642,0,6,2,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Toscana,1.515310586176728,4.367325146823278,2,-2,3,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Umbria,0.6810551558752997,4.223676383105294,-1,-1,2,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Valle d'Aosta,1.3388734995383196,16.80672268907563,0,-1,0,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
Veneto,1.121428480196186,6.32396718216801,2,1,3,1.698635301721526,6.544596847529554,0.23809523809523808,2.380952380952381,1.7142857142857142
