regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.4459308807134894,0,3,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Basilicata,0.0,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Calabria,0.10214504596527069,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Campania,0.3853564547206166,1,-18,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Emilia-Romagna,1.0501750291715286,-2,0,2,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Friuli Venezia Giulia,0.17966223499820339,1,2,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Lazio,0.8674698795180723,0,4,1,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Liguria,0.3739715781600598,0,-3,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Lombardia,0.537525354969574,0,5,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Marche,0.08960573476702509,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Molise,0.39215686274509803,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
P.A. Bolzano,0.08525149190110827,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
P.A. Trento,0.9552238805970149,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Piemonte,0.4008746355685131,-1,3,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Puglia,0.6838506049447659,0,0,1,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Sardegna,0.3978779840848806,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Sicilia,0.4050632911392405,-1,1,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Toscana,0.3832752613240418,-1,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Umbria,0.2932551319648094,0,1,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Valle d'Aosta,0.0,0,0,0,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
Veneto,0.2425222312045271,0,2,1,0.4724940938238272,-0.14285714285714285,0.0,0.23809523809523808
