regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.8954317802397936,1.8395179194418014,-2,-4,2,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Basilicata,3.567787971457696,3.6958817317845827,0,-2,0,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Calabria,5.161290322580645,9.025270758122744,1,-6,4,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Campania,2.0984247441646544,3.941684665226782,-1,2,8,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Emilia-Romagna,0.8316344691453904,1.7876219642475608,1,3,4,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Friuli Venezia Giulia,1.4701803051317615,2.3109573966357493,-1,-2,2,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Lazio,1.4437388370708475,2.769416014449127,-2,-13,4,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Liguria,1.0129503782536222,2.184130494885264,-1,-2,0,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Lombardia,0.8209581493778961,1.6245170354759395,1,-20,4,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Marche,3.1934877896055105,4.258872651356993,1,0,1,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Molise,1.0482180293501049,1.0482180293501049,0,-1,0,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
P.A. Bolzano,1.511879049676026,8.369565217391305,0,2,0,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
P.A. Trento,1.2317666126418152,1.97869101978691,1,0,1,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Piemonte,1.403331650681474,3.7154428596583906,2,-14,2,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Puglia,1.5887168679581747,3.8906624102154828,-2,-15,3,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Sardegna,0.7092198581560284,1.943719176095155,2,-7,2,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Sicilia,2.3039679447938117,6.512505899008967,2,-42,18,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Toscana,1.8879981410479842,3.603286384976526,-3,-14,7,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Umbria,0.9313504581643383,2.7348919276576975,1,-3,2,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Valle d'Aosta,0.3787878787878788,2.7027027027027026,0,1,0,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
Veneto,1.1638275980336115,3.2200243262275143,-3,-4,3,1.3555409871889426,3.0210967736722605,-0.14285714285714285,-6.714285714285714,3.1904761904761907
