regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.9572431397574984,1.1556240369799693,0,5,1,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Basilicata,1.7094017094017093,1.7467248908296944,0,-4,0,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Calabria,5.2395209580838324,6.463527239150507,1,-2,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Campania,5.485636114911081,6.740628677088586,-2,-51,28,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Emilia-Romagna,3.0858150470219434,4.554685233536408,1,-3,7,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Friuli Venezia Giulia,0.14154281670205238,0.18796992481203006,0,1,0,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Lazio,2.118398142774231,2.7914614121510675,0,-36,11,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Liguria,1.8026004728132388,2.850467289719626,-3,-6,3,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Lombardia,1.8418522080035507,2.0969113063190705,-10,-7,7,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Marche,27.230046948356808,28.712871287128714,0,-7,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Molise,0.6060606060606061,0.6060606060606061,0,0,0,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
P.A. Bolzano,1.9036954087346025,7.174887892376682,0,2,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
P.A. Trento,3.508771929824561,5.732484076433121,2,1,0,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Piemonte,0.9433962264150944,2.150803461063041,-7,-29,8,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Puglia,1.7233009708737863,2.8745644599303137,0,-30,11,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Sardegna,0.3199488081906895,2.534854245880862,-4,2,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Sicilia,3.376809004824013,7.544910179640719,-4,-17,8,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Toscana,2.862818415517644,3.415559772296015,-2,-17,14,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Umbria,1.016260162601626,1.757469244288225,0,3,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Valle d'Aosta,4.424778761061947,6.097560975609756,0,-1,0,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
Veneto,1.438297056285358,2.0833333333333335,0,-15,2,2.316688530996176,3.623408586794689,-1.3333333333333333,-10.047619047619047,5.238095238095238
