regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,12.975391498881432,-1,22,8,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Basilicata,18.562874251497007,4,4,0,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Calabria,7.1012805587892895,0,4,3,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Campania,13.758723828514457,19,7,11,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Emilia-Romagna,15.309069901790872,8,234,77,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Friuli Venezia Giulia,13.492063492063492,2,1,11,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Lazio,6.83371298405467,7,-7,6,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Liguria,33.78016085790885,10,8,27,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Lombardia,31.86813186813187,27,15,542,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Marche,21.480582524271846,4,8,28,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Molise,14.43298969072165,0,0,0,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
P.A. Bolzano,16.358024691358025,6,-24,4,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
P.A. Trento,17.86833855799373,6,10,18,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Piemonte,32.05980066445183,8,242,48,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Puglia,9.78689818468824,16,33,2,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Sardegna,22.169811320754718,3,2,5,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Sicilia,5.404065443728309,-4,16,18,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Toscana,19.65720407070166,3,40,21,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Umbria,9.539842873176207,-2,10,7,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Valle d'Aosta,46.09375,2,-1,4,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
Veneto,7.526507908917087,6,23,49,16.853330324145908,5.904761904761905,30.80952380952381,42.333333333333336
