regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.864385297845374,4.732984293193717,-4,-26,5,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Basilicata,12.119366626065773,12.748238308776425,1,-6,0,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Calabria,8.986666666666666,10.998694516971279,-1,-23,4,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Campania,6.051014708620369,8.945364466259921,0,-11,12,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Emilia-Romagna,2.740005241242757,5.496380862708174,-10,-92,17,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Friuli Venezia Giulia,1.7995480955455132,2.4863910548771515,0,-23,11,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Lazio,2.442535301375497,5.961260479907487,-8,-37,13,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Liguria,3.1868451688009314,4.9772727272727275,-2,-11,6,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Lombardia,3.6165967807385364,5.084237664128545,-14,-92,52,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Marche,4.925827310764549,6.068416119962512,-1,-10,5,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Molise,5.132450331125828,5.132450331125828,-2,-6,3,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
P.A. Bolzano,1.1502087415864362,15.168539325842696,2,-2,1,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
P.A. Trento,2.594810379241517,2.1739130434782608,0,-8,1,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Piemonte,3.259784898547511,8.9927264712365,-10,-27,18,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Puglia,9.868995633187772,11.996608732513778,4,-35,21,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Sardegna,4.546577711885347,4.546577711885347,0,1,3,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Sicilia,3.699729919715861,10.46134532900931,2,-36,10,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Toscana,2.822097496373841,5.481969706572026,-5,-53,18,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Umbria,1.0033444816053512,2.8846153846153846,-6,-4,5,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Valle d'Aosta,6.831566548881036,14.67065868263473,0,-1,1,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
Veneto,2.0839983583382735,4.566185253556304,-7,-57,20,3.428062252447105,6.521192807224857,-2.9047619047619047,-26.61904761904762,10.761904761904763
