regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,60.264900662251655,-2,3,5,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Basilicata,0.0,-1,0,0,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Calabria,0.4893964110929853,1,-2,0,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Campania,1.550120564932828,0,-4,5,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Emilia-Romagna,6.653662765496316,-6,-22,56,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Friuli Venezia Giulia,5.565862708719852,-3,0,14,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Lazio,0.9973404255319149,0,18,8,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Liguria,9.684065934065934,1,-7,29,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Lombardia,11.609540356973621,-21,-204,163,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Marche,4.3577981651376145,-6,-7,15,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Molise,1.0050251256281406,-2,0,1,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
P.A. Bolzano,1.3725490196078431,-4,-2,4,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
P.A. Trento,3.181568842567197,-1,-6,6,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Piemonte,9.419354838709678,-4,98,78,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Puglia,2.3884349465744816,6,-6,10,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Sardegna,2.771855010660981,-1,-2,0,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Sicilia,2.623360399750156,-2,4,3,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Toscana,7.1732199787460145,-10,-2,30,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Umbria,0.25510204081632654,-1,5,0,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Valle d'Aosta,0.0,-2,0,2,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
Veneto,3.8300418910831837,-4,9,25,5.438372345298074,-2.9523809523809526,-6.0476190476190474,21.61904761904762
