regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,11.888111888111888,2,-6,5,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Basilicata,16.556291390728475,0,2,1,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Calabria,15.674603174603174,-3,-7,6,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Campania,8.361774744027304,-4,-18,8,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Emilia-Romagna,30.406926406926406,8,-81,24,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Friuli Venezia Giulia,12.017167381974248,2,15,15,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Lazio,10.600339814989617,7,76,24,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Liguria,6.525911708253359,2,9,2,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Lombardia,10.471409010888701,-9,-137,36,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Marche,11.463550361713967,4,14,6,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Molise,7.052896725440806,1,3,2,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
P.A. Bolzano,8.602150537634408,-2,8,7,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
P.A. Trento,8.587257617728532,-1,25,5,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Piemonte,15.421597633136095,-6,-18,12,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Puglia,22.75198661647846,-8,22,25,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Sardegna,7.012565869477098,0,-6,3,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Sicilia,8.345715700842002,-4,19,27,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Toscana,8.170731707317072,0,-18,22,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Umbria,6.521739130434782,-2,8,4,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Valle d'Aosta,17.26618705035971,0,-7,1,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
Veneto,14.238148984198645,9,7,33,12.788730322200971,-0.19047619047619047,-4.285714285714286,12.761904761904763
