regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.673237753882915,4.105504587155964,1,-16,7,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Basilicata,10.475578406169666,11.225895316804408,1,0,0,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Calabria,15.638126009693053,16.899441340782122,0,4,5,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Campania,9.625168725988994,10.650275735294118,-3,12,21,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Emilia-Romagna,6.054923784176143,10.785159620362382,0,-31,23,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Friuli Venezia Giulia,2.773172569706104,3.7222222222222223,0,-9,11,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Lazio,3.875715453802126,8.639611107019224,-1,-15,19,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Liguria,4.682622268470343,7.161043921069383,0,-5,7,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Lombardia,5.045918629110871,5.755422448751814,-1,-164,39,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Marche,6.99578848853533,8.191780821917808,-2,-3,5,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Molise,3.7760416666666665,3.7760416666666665,1,-1,0,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
P.A. Bolzano,1.562864473991136,9.190672153635116,0,-2,0,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
P.A. Trento,4.918918918918919,4.819277108433735,2,7,0,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Piemonte,7.042050691244239,12.27611452477448,-7,-40,13,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Puglia,12.509098471456795,14.42002442002442,-4,-11,19,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Sardegna,5.6596409055425445,5.6596409055425445,-3,-12,5,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Sicilia,4.86697247706422,15.899895099655328,-8,10,6,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Toscana,4.346836595357305,6.340255810755054,-3,-21,22,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Umbria,1.7535070140280562,5.448884276076804,-5,-9,5,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Valle d'Aosta,8.771929824561404,13.271604938271604,1,2,1,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
Veneto,3.715579026782346,6.310798659364015,-1,-5,9,5.494358657435632,8.607554901610264,-1.5238095238095237,-14.714285714285714,10.333333333333334
