regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,7.192807192807193,-5,-25,15,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Basilicata,3.3707865168539324,0,2,1,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Calabria,2.0804438280166435,0,-2,1,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Campania,4.042553191489362,-3,-4,6,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Emilia-Romagna,13.231780167264038,-6,-47,82,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Friuli Venezia Giulia,5.756929637526652,-4,5,2,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Lazio,5.444221776887107,2,3,9,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Liguria,12.324324324324325,1,-6,28,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Lombardia,14.772243507875691,-21,77,300,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Marche,14.501510574018127,0,-29,17,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Molise,11.940298507462687,0,0,0,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
P.A. Bolzano,6.732673267326732,-1,-5,4,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
P.A. Trento,9.814814814814815,-8,-9,13,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Piemonte,14.819109461966605,-11,21,76,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Puglia,5.141065830721003,-4,-9,6,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Sardegna,12.0,-6,-6,5,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Sicilia,5.598159509202454,-2,3,5,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Toscana,3.865058087578195,-4,-28,16,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Umbria,0.8450704225352113,-3,-1,1,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Valle d'Aosta,9.523809523809524,-2,-2,3,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
Veneto,6.371056157875502,-11,-24,20,9.090909090909092,-4.190476190476191,-4.095238095238095,29.047619047619047
