regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,6.91358024691358,4,13,13,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Basilicata,5.714285714285714,-1,1,2,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Calabria,3.821656050955414,-1,2,5,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Campania,9.762900976290098,7,33,8,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Emilia-Romagna,15.330321852060983,2,-14,106,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Friuli Venezia Giulia,10.267857142857142,0,-14,6,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Lazio,9.885308574549427,19,48,12,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Liguria,28.469241773962803,4,11,31,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Lombardia,29.22132291375942,-6,68,381,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Marche,18.926174496644297,2,-52,35,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Molise,10.638297872340425,0,2,0,13.688405552365834,2.0,18.904761904761905,39.857142857142854
P.A. Bolzano,7.244094488188976,0,18,2,13.688405552365834,2.0,18.904761904761905,39.857142857142854
P.A. Trento,10.738255033557047,2,1,17,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Piemonte,27.01834862385321,0,189,105,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Puglia,9.518828451882845,-1,19,19,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Sardegna,15.151515151515152,4,0,3,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Sicilia,10.502283105022832,-3,19,5,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Toscana,6.392694063926941,14,4,13,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Umbria,5.046728971962617,-4,3,4,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Valle d'Aosta,95.65217391304348,0,-1,6,13.688405552365834,2.0,18.904761904761905,39.857142857142854
Veneto,6.844529140860727,0,47,64,13.688405552365834,2.0,18.904761904761905,39.857142857142854
