regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.2587751149842654,3.69449378330373,2,2,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Basilicata,5.830388692579505,6.2559241706161135,0,4,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Calabria,8.353894959464222,11.861861861861861,0,2,2,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Campania,4.027187765505523,9.37005798629415,0,14,2,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Emilia-Romagna,2.853306478684122,8.88030888030888,2,-5,4,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Friuli Venezia Giulia,1.1667648791985858,2.0208749722407284,-1,5,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Lazio,inf,inf,-1,-12,5,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Liguria,2.359026113283714,6.020605280103027,0,0,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Lombardia,1.7140828642426087,3.721769343846051,3,18,4,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Marche,6.791808873720137,8.724243752740026,-1,3,2,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Molise,1.791044776119403,1.791044776119403,0,2,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
P.A. Bolzano,0.38984183559812874,5.311077389984826,0,-4,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
P.A. Trento,1.0077519379844961,1.8656716417910448,0,1,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Piemonte,1.2156471150089003,6.102704043661622,1,-8,1,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Puglia,1.9801980198019802,6.923076923076923,0,3,3,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Sardegna,11.448711716091395,11.424404472532816,-2,3,3,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Sicilia,5.442140324486945,16.228772829221402,0,32,3,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Toscana,4.750312978161079,8.022365382277865,1,5,5,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Umbria,1.3758037984148348,4.408241494968855,0,0,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Valle d'Aosta,1.2084592145015105,6.172839506172839,0,-1,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
Veneto,1.4637359420360567,4.964017010140661,-1,4,0,2.8298544128878844,7.727610327129222,0.14285714285714285,3.238095238095238,1.619047619047619
