regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.9433962264150944,1,0,1,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Basilicata,0.0,0,0,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Calabria,0.44510385756676557,-1,0,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Campania,3.1634446397188047,0,15,1,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Emilia-Romagna,2.6190967209733964,1,9,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Friuli Venezia Giulia,0.4807692307692308,1,-1,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Lazio,2.052619641642096,0,-14,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Liguria,6.532663316582915,1,11,3,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Lombardia,1.576093809103518,0,10,2,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Marche,1.9891500904159132,0,1,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Molise,1.7777777777777777,0,1,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
P.A. Bolzano,1.0014306151645207,0,0,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
P.A. Trento,6.309148264984227,0,2,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Piemonte,2.1524347212420607,1,14,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Puglia,3.3516483516483517,2,8,2,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Sardegna,4.084720121028744,2,5,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Sicilia,3.0120481927710845,-1,16,2,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Toscana,1.7471128220313887,1,2,1,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Umbria,2.027027027027027,1,0,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Valle d'Aosta,7.6923076923076925,1,0,0,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
Veneto,1.2907768129547055,0,1,2,2.224723564854665,0.47619047619047616,3.8095238095238093,0.6666666666666666
