regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.5943536404160475,0,2,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Basilicata,,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Calabria,0.0,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Campania,0.27056277056277056,0,-1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Emilia-Romagna,0.7970773829292593,1,0,1,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Friuli Venezia Giulia,0.0,0,1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Lazio,0.5970149253731343,0,2,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Liguria,0.6820119352088662,1,4,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Lombardia,1.1171910624715002,0,-1,6,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Marche,0.10020040080160321,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Molise,0.0,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
P.A. Bolzano,0.29411764705882354,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
P.A. Trento,0.0,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Piemonte,0.6642066420664207,0,1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Puglia,0.0,0,-1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Sardegna,0.32362459546925565,0,-2,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Sicilia,0.0,0,-2,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Toscana,0.3209700427960057,0,1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Umbria,0.0,0,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Valle d'Aosta,0.0,0,1,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
Veneto,0.14272970561998216,1,0,0,0.5125193529443169,0.14285714285714285,0.23809523809523808,0.3333333333333333
