regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,10.875617422541536,19.73219720024346,0,11,8,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Basilicata,12.625043118316661,30.123456790123456,0,6,1,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Calabria,21.561900918171727,38.74133949191686,2,14,7,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Campania,16.85032314643586,17.943033022066878,-1,32,5,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Emilia-Romagna,27.721835507197405,30.7615550411112,-3,60,20,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Friuli Venezia Giulia,15.347143882678699,15.38675570395103,1,5,9,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Lazio,13.869735072476145,43.60513884596707,0,14,6,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Liguria,19.36607300299771,22.919270182454387,-3,10,4,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Lombardia,14.349571490591016,17.959873760144273,10,63,57,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Marche,28.745766670559384,21.86848588213,-3,13,6,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Molise,12.91866028708134,7.083065035415325,0,1,1,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
P.A. Bolzano,18.253392727649434,13.613724405091311,-1,3,2,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
P.A. Trento,16.4463886820551,6.744186046511628,0,0,0,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Piemonte,14.760682621158589,12.374256354786372,-3,78,23,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Puglia,15.333686925032463,28.477366255144034,6,34,4,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Sardegna,13.175270108043216,25.283163755039354,0,12,2,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Sicilia,17.909538021774768,20.93949044585987,11,17,37,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Toscana,16.071679660037184,20.281553398058254,4,15,32,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Umbria,11.501402610074399,18.341836734693878,0,-6,3,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Valle d'Aosta,17.042513863216268,-26.666666666666668,0,1,0,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
Veneto,13.735445295290045,-87.56775067750678,-6,-34,21,16.113880967315698,16.602556565266323,0.6666666666666666,16.61904761904762,11.80952380952381
