regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.8367020776534737,4.613789528252981,0,-1,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Basilicata,5.415162454873646,6.3559322033898304,0,0,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Calabria,5.4,12.123155869146888,1,12,4,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Campania,5.278280302224114,10.416885435261998,1,-7,7,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Emilia-Romagna,8.946312337884795,16.00140056022409,3,58,9,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Friuli Venezia Giulia,4.34829174252972,11.755075311067452,1,12,8,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Lazio,4.563658377572879,11.123002828529929,2,39,8,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Liguria,6.748891352549889,15.049443757725587,0,25,2,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Lombardia,2.7656717959310133,7.072287172731763,0,27,23,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Marche,8.52102102102102,12.91240045506257,1,6,1,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Molise,0.0,0.0,1,-1,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
P.A. Bolzano,2.331687847915135,9.706959706959706,2,5,5,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
P.A. Trento,1.545129074806859,5.521472392638037,0,9,1,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Piemonte,2.4428605558652543,8.719135802469136,1,31,6,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Puglia,1.3838310269482885,6.34478489631693,2,-2,5,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Sardegna,4.6893317702227435,11.716461628588167,1,-3,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Sicilia,5.1471072204304615,17.772727272727273,4,11,5,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Toscana,4.361583322992927,9.615384615384615,3,9,4,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Umbria,3.005008347245409,21.39219015280136,1,2,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Valle d'Aosta,0.78125,-10.0,0,1,0,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
Veneto,5.502323261491613,16.140904311251315,3,21,10,4.0543988569095735,11.804058105165721,1.2857142857142858,12.095238095238095,4.666666666666667
