regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,1.1693171188026192,1.9968051118210863,0,6,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Basilicata,7.317073170731708,7.608695652173913,0,1,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Calabria,5.5791388720436625,7.8834618680377035,0,3,2,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Campania,5.171564603513381,11.056511056511056,3,12,5,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Emilia-Romagna,4.836886913282604,10.175939134569662,5,16,1,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Friuli Venezia Giulia,0.6997900629811057,0.6439742410303588,-1,3,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Lazio,inf,inf,8,40,3,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Liguria,2.9757243539545812,5.757575757575758,0,3,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Lombardia,1.8223234624145785,2.739225712198685,2,-1,1,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Marche,6.241519674355495,7.221350078492936,0,4,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Molise,7.142857142857143,7.142857142857143,0,2,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
P.A. Bolzano,0.07698229407236336,0.4784688995215311,0,1,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
P.A. Trento,1.2718600953895072,2.7624309392265194,-1,1,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Piemonte,1.2330456226880395,3.901098901098901,0,12,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Puglia,2.616279069767442,7.546048722519311,2,10,1,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Sardegna,1.8014243820695433,8.548707753479125,0,0,2,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Sicilia,5.318045632634248,19.30154746967796,-2,24,2,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Toscana,7.600803336938051,9.04833270887973,7,18,3,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Umbria,2.0639147802929427,6.2,0,4,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Valle d'Aosta,0.5882352941176471,0.0,0,0,0,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
Veneto,3.203678576812905,6.97789508413065,1,-4,2,4.083061129258049,9.500790183136562,1.1428571428571428,7.380952380952381,1.0476190476190477
