regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,17.058823529411764,5,33,11,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Basilicata,12.396694214876034,3,1,0,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Calabria,6.1688311688311686,1,4,3,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Campania,18.585858585858585,12,10,7,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Emilia-Romagna,24.98530276308054,4,162,101,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Friuli Venezia Giulia,10.421836228287841,10,11,5,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Lazio,4.878665318503539,9,80,3,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Liguria,33.140376266280754,3,138,19,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Lombardia,43.717683557394004,49,1181,361,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Marche,41.16743471582181,-3,74,30,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Molise,6.024096385542169,1,3,0,22.081016679904685,7.238095238095238,101.80952380952381,31.0
P.A. Bolzano,10.575139146567718,2,19,3,22.081016679904685,7.238095238095238,101.80952380952381,31.0
P.A. Trento,43.65482233502538,7,2,7,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Piemonte,33.4,7,142,45,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Puglia,20.441988950276244,4,43,2,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Sardegna,8.571428571428571,0,2,3,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Sicilia,20.086083213773314,7,14,2,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Toscana,19.55719557195572,13,42,19,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Umbria,13.947990543735225,6,5,6,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Valle d'Aosta,77.27272727272727,6,1,1,22.081016679904685,7.238095238095238,101.80952380952381,31.0
Veneto,12.534127575080666,6,171,23,22.081016679904685,7.238095238095238,101.80952380952381,31.0
