regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,0.07861635220125786,2,9,3,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Basilicata,0.0,0,0,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Calabria,0.0,0,-2,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Campania,0.17278617710583152,1,-3,1,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Emilia-Romagna,0.49019607843137253,-3,-10,10,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Friuli Venezia Giulia,0.0949667616334283,1,-1,2,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Lazio,0.47869794159885115,-1,-136,4,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Liguria,3.932584269662921,-1,-4,2,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Lombardia,1.3997760358342666,-3,-46,19,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Marche,0.0,0,1,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Molise,0.0,0,0,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
P.A. Bolzano,0.11441647597254005,0,0,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
P.A. Trento,0.29542097488921715,0,1,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Piemonte,0.8962868117797695,-4,-69,9,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Puglia,0.40080160320641284,0,-3,2,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Sardegna,0.2557544757033248,-1,-10,1,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Sicilia,0.0,1,0,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Toscana,0.17094017094017094,-3,-12,7,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Umbria,0.0,0,0,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Valle d'Aosta,11.11111111111111,0,-1,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
Veneto,0.032435939020434644,0,-2,0,0.5669873224182965,-0.5238095238095238,-13.714285714285714,2.857142857142857
