regione,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,3.0131826741996233,0,6,3,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Basilicata,0.44150110375275936,0,-1,0,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Calabria,0.0,1,-5,2,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Campania,0.41073384446878425,-2,-8,3,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Emilia-Romagna,5.321622319814002,-1,-79,35,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Friuli Venezia Giulia,0.633356790992259,-1,0,1,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Lazio,2.565668906536347,-9,-2,15,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Liguria,9.286070893659511,0,-19,11,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Lombardia,4.081788941644969,-18,-99,329,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Marche,1.4438166980539862,2,-14,5,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Molise,0.16339869281045752,0,-8,0,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
P.A. Bolzano,0.7769145394006659,-1,1,1,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
P.A. Trento,2.8144744399770247,0,-8,2,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Piemonte,8.37421756048046,-3,47,29,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Puglia,3.1539888682745825,0,-12,1,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Sardegna,0.26737967914438504,1,2,2,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Sicilia,1.2734584450402144,0,-3,3,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Toscana,4.527447651386531,-6,-1,9,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Umbria,0.3225806451612903,0,0,0,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Valle d'Aosta,1.6483516483516483,0,-2,0,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
Veneto,1.4790468364831553,-2,-7,23,3.4288601746914025,-1.8571428571428572,-10.095238095238095,22.571428571428573
