regione,rapportoGiornalieroSuTamponiTotali,rapportoGiornalieroSuTamponiMolecolari,ingressiGiornalieriInIntensiva,ingressiGiornalieriFuoriIntensiva,decedutiGiornalieri,rapportoItalianoSuTamponiTotali,rapportoItalianoSuTamponiMolecolari,ingressiInIntensivaMediaRegionale,ingressiInOspedaleNonIntensivaMediaRegionale,decedutiMediaRegionale
Abruzzo,2.041188263167487,4.57516339869281,0,-1,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Basilicata,3.9319872476089266,4.147982062780269,0,1,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Calabria,4.659188955996549,6.482593037214886,2,5,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Campania,2.511851694615439,5.021926722308672,1,6,5,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Emilia-Romagna,2.206180549922946,5.157401205626256,1,14,1,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Friuli Venezia Giulia,1.3970064148253742,2.0063616344506974,0,5,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Lazio,2.810764062136181,7.662763466042154,5,17,4,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Liguria,1.942056669850366,4.10221923335575,1,2,1,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Lombardia,1.8533198480168385,3.113651247246532,-4,5,1,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Marche,5.8121632024634335,7.315891472868217,1,0,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Molise,2.869757174392936,2.869757174392936,0,0,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
P.A. Bolzano,0.9094353921940129,4.878048780487805,0,0,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
P.A. Trento,1.9241047568145377,1.1164274322169059,0,0,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Piemonte,1.3157894736842106,4.57153101470061,1,-4,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Puglia,2.091238721646007,4.8280149191877335,-1,7,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Sardegna,7.481175613310663,7.738562091503268,0,9,1,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Sicilia,5.471170558452354,12.91012838801712,1,1,4,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Toscana,5.330964015992892,8.358280445455634,1,15,1,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Umbria,2.955015998494259,7.84607696151924,0,-1,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Valle d'Aosta,1.8575851393188854,4.477611940298507,0,0,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
Veneto,2.473865947684594,3.8810641627543037,-2,1,0,2.67449471889319,5.449460139301314,0.3333333333333333,3.9047619047619047,0.8571428571428571
